author,studyID,treatment,responders,sampleSize,age,child,young,adult,elder,(female=1),ethnic(asian),asian,middle-east,hispanic,white,black,condition(not-at-risk),not-at-risk,chronic-dis,immuno,variant(wildtype),alpha,beta,gamma,delta,omicron,platform,subgroup,ROB(low),moderate,critical,outcome,study.type,study
"Falsey, 2021",130,2AZ,43,10376,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-130"
"Falsey, 2021",131,2AZ,30,7285,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-131"
"Falsey, 2021",132,2AZ,1,17663,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,overall,NA,NA,NA,severe,RCT,"Falsey, 2021-132"
"Falsey, 2021",133,2AZ,1,17662,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,emergency,RCT,"Falsey, 2021-133"
"Falsey, 2021",134,2AZ,1,17662,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,overall,NA,NA,NA,hosp,RCT,"Falsey, 2021-134"
"Falsey, 2021",135,2AZ,1,17663,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,ICU,RCT,"Falsey, 2021-135"
"Lopez, 2021",204,2AZ,94,8244,=16yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-adeno,,NA,NA,NA,symp,CC,"Lopez, 2021-204"
"Lopez, 2021",207,2AZ,218,8244,=16yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-adeno,,NA,NA,NA,symp,CC,"Lopez, 2021-207"
"martinez-baz, 2021",212,2AZ,272,1539,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,doc-infect,PC,"martinez-baz, 2021-212"
"martinez-baz, 2021",220,2AZ,185,1599,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,hosp,PC,"martinez-baz, 2021-220"
"Nordstrom, 2021-a",228,2AZ,465,842974,45-55yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,doc-infect,RC,"Nordstrom, 2021-a-228"
"Nordstrom, 2021-b",233,2AZ,446,430100,30-80yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,symp,RC,"Nordstrom, 2021-b-233"
"Poukka, 2021",259,2AZ,5,12837,17-70yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,doc-infect,RC,"Poukka, 2021-259"
"Prieto-Alhambra, 2021",273,2AZ,389,3268,40yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,doc-infect,RC,"Prieto-Alhambra, 2021-273"
"Voysey, 2021a",332,2AZ,15,2377,all,all,all,all,all,all,UK,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,doc-infect,RCT,"Voysey, 2021a-332"
"Voysey, 2021a",333,2AZ,12,2063,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,doc-infect,RCT,"Voysey, 2021a-333"
"Voysey, 2021a",334,2AZ,22,5807,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,symp,RCT,"Voysey, 2021a-334"
"Voysey, 2021a",335,2AZ,7,1503,18-55yr,0,0,1,0,all,UK,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,doc-infect,RCT,"Voysey, 2021a-335"
"Voysey, 2021b",336,2AZ,56,5731,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,symp,RCT,"Voysey, 2021b-336"
"Voysey, 2021b",337,2AZ,73,4223,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,doc-infect,RCT,"Voysey, 2021b-337"
"Cerqueira-Silva, 2021",361,2AZ,644,6655,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,symp,CC,"Cerqueira-Silva, 2021-361"
"Cerqueira-Silva, 2021",362,2AZ,29,460,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,severe,CC,"Cerqueira-Silva, 2021-362"
"Cerqueira-Silva, 2022b",363,2AZ,14771,572003,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,Symp,RC,"Cerqueira-Silva, 2022b-363"
"Cerqueira-Silva, 2022b",365,2AZ,1292,580979,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,Hosp,RC,"Cerqueira-Silva, 2022b-365"
"Cerqueira-Silva, 2022b",367,2AZ,564,581648,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,death,RC,"Cerqueira-Silva, 2022b-367"
"Emary,2021",372,2AZ,12,4244,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-adeno,,NA,NA,NA,symp,RCT,"Emary,2021-372"
"Emary,2021",373,2AZ,8,4244,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-adeno,,NA,NA,NA,doc-infect,RCT,"Emary,2021-373"
"Cerqueira-Silva, 2022a",87,2CV,322786,913052,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,doc-infect,CC,"Cerqueira-Silva, 2022a-87"
"Palacios, 2021",238,2CV,85,4953,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,overall,NA,NA,NA,symp,RCT,"Palacios, 2021-238"
"Palacios, 2021",239,2CV,1,3638,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,overall,NA,NA,NA,severe,RCT,"Palacios, 2021-239"
"Palacios, 2021",240,2CV,83,4741,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,symp,RCT,"Palacios, 2021-240"
"Palacios, 2021",241,2CV,2,212,=60yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,symp,RCT,"Palacios, 2021-241"
"Tanriover, 2021",304,2CV,9,6646,all,all,all,all,all,all,Turkish,0,1,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,symp,RCT,"Tanriover, 2021-304"
"Cerqueira-Silva, 2022a",353,2CV,25134,80547,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,doc-infect,CC,"Cerqueira-Silva, 2022a-353"
"Cerqueira-Silva, 2022a",354,2CV,12232,51161,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,doc-infect,CC,"Cerqueira-Silva, 2022a-354"
"Cerqueira-Silva, 2022a",355,2CV,10430,24235,60-79yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,doc-infect,CC,"Cerqueira-Silva, 2022a-355"
"Cerqueira-Silva, 2022a",356,2CV,2472,5151,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,doc-infect,CC,"Cerqueira-Silva, 2022a-356"
"Cerqueira-Silva, 2022a",357,2CV,4259,59672,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,hosp/death,CC,"Cerqueira-Silva, 2022a-357"
"Cerqueira-Silva, 2022a",358,2CV,278,39207,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,hosp/death,CC,"Cerqueira-Silva, 2022a-358"
"Cerqueira-Silva, 2022a",359,2CV,2754,16559,60-79yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,hosp/death,CC,"Cerqueira-Silva, 2022a-359"
"Cerqueira-Silva, 2022a",360,2CV,1227,3906,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,hosp/death,CC,"Cerqueira-Silva, 2022a-360"
"Cerqueira-Silva, 2021",361,2CV,2533,23515,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,symp,CC,"Cerqueira-Silva, 2021-361"
"Cerqueira-Silva, 2021",362,2CV,131,1582,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,severe,CC,"Cerqueira-Silva, 2021-362"
"Cerqueira-Silva, 2022b",364,2CV,194864,4574691,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,Symp,RC,"Cerqueira-Silva, 2022b-364"
"Cerqueira-Silva, 2022b",366,2CV,28810,4624347,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,Hosp,RC,"Cerqueira-Silva, 2022b-366"
"Cerqueira-Silva, 2022b",368,2CV,13166,4629255,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,,NA,NA,NA,death,RC,"Cerqueira-Silva, 2022b-368"
"Dunkle, 2022",92,2NVX,16,463,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,overall,NA,NA,NA,doc-infect,RCT,"Dunkle, 2022-92"
"Heath, 2021",160,2NVX,9,5067,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-160"
"Heath, 2021",161,2NVX,1,1953,=65-84yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-161"
"Heath, 2021",162,2NVX,8,6625,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-162"
"Heath, 2021",163,2NVX,2,302,all,all,all,all,all,all,other,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-163"
"Heath, 2021",164,2NVX,1,7020,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,non-alpha,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-164"
"Heath, 2021",165,2NVX,8,7020,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-protein-based,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-165"
"Heath, 2021",166,2NVX,3,3117,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-166"
"Heath, 2021",167,2NVX,7,3903,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-protein-based,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-167"
"Ella, 2021",106,2BBV,24,8471,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,overall,NA,NA,NA,symp,RCT,"Ella, 2021-106"
"Ella, 2021",107,2BBV,1,8471,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,overall,NA,NA,NA,severe,RCT,"Ella, 2021-107"
"Ella, 2021",108,2BBV,19,7578,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,symp,RCT,"Ella, 2021-108"
"Ella, 2021",109,2BBV,5,893,=60yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,symp,RCT,"Ella, 2021-109"
"Ella, 2021",110,2BBV,12,2328,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,symp,RCT,"Ella, 2021-110"
"Ella, 2021",111,2BBV,18,8471,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,all,all,all,all,all,all,two-dose-inactivated,overall,NA,NA,NA,doc-infect,RCT,"Ella, 2021-111"
"Ella, 2021",112,2BBV,13,8471,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-inactivated,subgroup,NA,NA,NA,doc-infect,RCT,"Ella, 2021-112"
"Ella, 2021",113,2BBV,1,8471,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,kappa,NA,NA,NA,NA,NA,two-dose-inactivated,subgroup,NA,NA,NA,doc-infect,RCT,"Ella, 2021-113"
"Ella, 2021",114,2BBV,3,8471,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,other,all,all,all,all,all,two-dose-inactivated,subgroup,NA,NA,NA,doc-infect,RCT,"Ella, 2021-114"
"Ella, 2021",115,2BBV,1,8471,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-inactivated,subgroup,NA,NA,NA,doc-infect,RCT,"Ella, 2021-115"
"Desai, 2022",369,2BBV,189,482,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-inactivated,,NA,NA,NA,symp,CC,"Desai, 2022-369"
"Desai, 2022",370,2BBV,66,184,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-inactivated,subgroup,NA,NA,NA,symp,CC,"Desai, 2022-370"
"Desai, 2022",371,2BBV,123,298,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-inactivated,subgroup,NA,NA,NA,symp,CC,"Desai, 2022-371"
"martinez-baz, 2021",212,1J,209,997,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,,NA,NA,NA,doc-infect,PC,"martinez-baz, 2021-212"
"martinez-baz, 2021",220,1J,182,2022,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,,NA,NA,NA,hosp,PC,"martinez-baz, 2021-220"
"Sadoff, 2021",280,1J,110,19514,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,overall,NA,NA,NA,symp,RCT,"Sadoff, 2021-280"
"Sadoff, 2021",281,1J,105,19514,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,overall,NA,NA,NA,severe,RCT,"Sadoff, 2021-281"
"Sadoff, 2021",282,1J,95,19514,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-282"
"Sadoff, 2021",283,1J,22,19514,=60yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-283"
"Sadoff, 2021",284,1J,114,19514,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,overall,NA,NA,NA,doc-infect,RCT,"Sadoff, 2021-284"
"Sadoff, 2021",285,1J,48,4879,all,all,all,all,all,all,worldwide,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-285"
"Sadoff, 2021",286,1J,14,4879,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-286"
"Sadoff, 2021",287,1J,10,4879,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-287"
"Sadoff, 2021",288,1J,13,4879,all,all,all,all,all,all,south african,0,0,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-288"
"Sadoff, 2022",289,1J,484,19400,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,Any SARS-COV-2,all,all,all,all,all,one-dose-adeno,overall,NA,NA,NA,severe,RCT,"Sadoff, 2022-289"
"Sadoff, 2022",290,1J,9,19400,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2022-290"
"Sadoff, 2022",291,1J,36,19400,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,beta,0,1,0,0,0,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2022-291"
"Sadoff, 2022",292,1J,11,19400,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2022-292"
"Sadoff, 2022",293,1J,74,19400,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,gamma,0,0,1,0,0,one-dose-adeno,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2022-293"
"Cerqueira-Silva, 2021",361,1J,126,1099,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,,NA,NA,NA,symp,CC,"Cerqueira-Silva, 2021-361"
"Cerqueira-Silva, 2021",362,1J,7,62,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-adeno,,NA,NA,NA,severe,CC,"Cerqueira-Silva, 2021-362"
"Palacios, 2021",237,1CV,94,5717,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-inactivated,overall,NA,NA,NA,symp,RCT,"Palacios, 2021-237"
"Cerqueira-Silva, 2021",361,1CV,630,4627,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-inactivated,,NA,NA,NA,symp,CC,"Cerqueira-Silva, 2021-361"
"Cerqueira-Silva, 2021",362,1CV,57,399,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-inactivated,,NA,NA,NA,severe,CC,"Cerqueira-Silva, 2021-362"
"Cerqueira-Silva, 2022b",364,1CV,74895,1290469,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-inactivated,,NA,NA,NA,Symp,RC,"Cerqueira-Silva, 2022b-364"
"Cerqueira-Silva, 2022b",366,1CV,15076,1303567,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-inactivated,,NA,NA,NA,Hosp,RC,"Cerqueira-Silva, 2022b-366"
"Cerqueira-Silva, 2022b",368,1CV,7203,1305706,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-inactivated,,NA,NA,NA,death,RC,"Cerqueira-Silva, 2022b-368"
"Abu Raddad, 2021",1,1BNT,892,2133,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,one-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Abu Raddad, 2021-1"
"Abu Raddad, 2021",2,1BNT,1329,2909,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,beta,0,1,0,0,0,one-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Abu Raddad, 2021-2"
"Andrews, 2022",12,1BNT,466,30225,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,one-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-12"
"Andrews, 2022",13,1BNT,4548,11586,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,one-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-13"
"Bjork, 2022",36,1BNT,25,14690,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Bjork, 2022-36"
"Carazo, 2021",79,1BNT,1202,25791,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Carazo, 2021-79"
"Carazo, 2021",83,1BNT,924,25513,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,symp,CC,"Carazo, 2021-83"
"Collie, 2022",89,1BNT,1279,16918,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,one-dose-mRNA,,NA,NA,NA,hosp,CC,"Collie, 2022-89"
"Glatman-Freedman, 2021b",141,1BNT,571,7166,>=16,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,hosp,RC,"Glatman-Freedman, 2021b-141"
"Glatman-Freedman, 2021b",142,1BNT,509,3631,>=60,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,hosp,RC,"Glatman-Freedman, 2021b-142"
"Glatman-Freedman, 2021b",143,1BNT,227,785,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,hosp,RC,"Glatman-Freedman, 2021b-143"
"Glatman-Freedman, 2021b",147,1BNT,393,7166,>=16,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,severe,RC,"Glatman-Freedman, 2021b-147"
"Glatman-Freedman, 2021b",148,1BNT,364,3631,>=60,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,severe,RC,"Glatman-Freedman, 2021b-148"
"Glatman-Freedman, 2021b",149,1BNT,170,785,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,severe,RC,"Glatman-Freedman, 2021b-149"
"Glatman-Freedman, 2021b",153,1BNT,178,7166,>=16,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,death,RC,"Glatman-Freedman, 2021b-153"
"Glatman-Freedman, 2021b",154,1BNT,174,3631,>=60,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,death,RC,"Glatman-Freedman, 2021b-154"
"Glatman-Freedman, 2021b",155,1BNT,95,785,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,one-dose-mRNA,,NA,NA,NA,death,RC,"Glatman-Freedman, 2021b-155"
"Lopez, 2021",204,1BNT,450,8641,=16yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,one-dose-mRNA,,NA,NA,NA,symp,CC,"Lopez, 2021-204"
