"","author","studyID","treatment","responders","sampleSize","age","child","young","adult","elder","X.female.1.","ethnic.asian.","asian","middle.east","hispanic","white","black","condition.not.at.risk.","not.at.risk","chronic.dis","immuno","variant.wildtype.","alpha","beta","gamma","delta","omicron","subgroup","ROB.low.","moderate","critical","outcome","vac_product","study.type","study"
"452","Palacios, 2021",240,4,83,4741,"18-59yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2CV","RCT","Palacios, 2021-240"
"453","Palacios, 2021",241,4,2,212,"=60yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2CV","RCT","Palacios, 2021-241"
"454","Tanriover, 2021",304,4,9,6646,"all","all","all","all","all","all","Turkish",0,1,0,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","2CV","RCT","Tanriover, 2021-304"
"455","Cerqueira-Silva, 2022a",353,4,25134,80547,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2CV","CC","Cerqueira-Silva, 2022a-353"
"456","Cerqueira-Silva, 2022a",354,4,12232,51161,"18-59yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2CV","CC","Cerqueira-Silva, 2022a-354"
"457","Cerqueira-Silva, 2022a",355,4,10430,24235,"60-79yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2CV","CC","Cerqueira-Silva, 2022a-355"
"458","Cerqueira-Silva, 2022a",356,4,2472,5151,">=80","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2CV","CC","Cerqueira-Silva, 2022a-356"
"459","Cerqueira-Silva, 2022a",357,4,4259,59672,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp/death","2CV","CC","Cerqueira-Silva, 2022a-357"
"460","Cerqueira-Silva, 2022a",358,4,278,39207,"18-59yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp/death","2CV","CC","Cerqueira-Silva, 2022a-358"
"461","Cerqueira-Silva, 2022a",359,4,2754,16559,"60-79yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp/death","2CV","CC","Cerqueira-Silva, 2022a-359"
"462","Cerqueira-Silva, 2022a",360,4,1227,3906,">=80","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp/death","2CV","CC","Cerqueira-Silva, 2022a-360"
"463","Cerqueira-Silva, 2021",361,4,2533,23515,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","2CV","CC","Cerqueira-Silva, 2021-361"
"464","Cerqueira-Silva, 2021",362,4,131,1582,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","2CV","CC","Cerqueira-Silva, 2021-362"
"465","Cerqueira-Silva, 2022b",364,4,194864,4574691,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Symp","2CV","RC","Cerqueira-Silva, 2022b-364"
"466","Cerqueira-Silva, 2022b",366,4,28810,4624347,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Hosp","2CV","RC","Cerqueira-Silva, 2022b-366"
"467","Cerqueira-Silva, 2022b",368,4,13166,4629255,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"death","2CV","RC","Cerqueira-Silva, 2022b-368"
"468","Dunkle, 2022",92,5,16,463,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-92"
"469","Dunkle, 2022",93,5,16,18584,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-93"
"470","Dunkle, 2022",94,5,12,15264,"18-64yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-94"
"471","Dunkle, 2022",95,5,5,9050,"all","all","all","all","all","0",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-95"
"472","Dunkle, 2022",96,5,9,8262,"all","all","all","all","all","1",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-96"
"473","Dunkle, 2022",97,5,12,13140,"all","all","all","all","all","all","white",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-97"
"474","Dunkle, 2022",98,5,1,1894,"all","all","all","all","all","all","black",0,0,0,0,1,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-98"
"475","Dunkle, 2022",99,5,2,4068,"all","all","all","all","all","all","non-white",NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-99"
"476","Dunkle, 2022",100,5,8,3733,"all","all","all","all","all","all","hispanic",0,0,1,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-100"
"477","Dunkle, 2022",101,5,6,13538,"all","all","all","all","all","all","non-hispanic",NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-101"
"478","Dunkle, 2022",102,5,14,16294,"all","all","all","all","all","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-102"
"479","Dunkle, 2022",103,5,7,8109,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"at-risk","0","1","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-103"
"480","Dunkle, 2022",104,5,7,9203,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"not-at-risk","1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-104"
"481","Dunkle, 2022",105,5,13,16493,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"high-risk","0","1","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2NVX","RCT","Dunkle, 2022-105"
"482","Heath, 2021",160,5,9,5067,"18-64yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2NVX","RCT","Heath, 2021-160"
"483","Heath, 2021",161,5,1,1953,"=65-84yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2NVX","RCT","Heath, 2021-161"
"484","Heath, 2021",162,5,8,6625,"all","all","all","all","all","all","white",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2NVX","RCT","Heath, 2021-162"
"485","Heath, 2021",163,5,2,302,"all","all","all","all","all","all","other",NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2NVX","RCT","Heath, 2021-163"
"486","Heath, 2021",164,5,1,7020,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","non-alpha",NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2NVX","RCT","Heath, 2021-164"
"487","Heath, 2021",165,5,8,7020,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","subgroup",NA,NA,NA,"symp","2NVX","RCT","Heath, 2021-165"
"488","Heath, 2021",166,5,3,3117,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"at-risk","0","1","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2NVX","RCT","Heath, 2021-166"
"489","Heath, 2021",167,5,7,3903,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"not-at-risk","1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2NVX","RCT","Heath, 2021-167"
"490","Ella, 2021",106,4,24,8471,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"symp","2BBV","RCT","Ella, 2021-106"
"491","Ella, 2021",107,4,1,8471,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"severe","2BBV","RCT","Ella, 2021-107"
"492","Ella, 2021",108,4,19,7578,"18-59yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2BBV","RCT","Ella, 2021-108"
"493","Ella, 2021",109,4,5,893,"=60yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2BBV","RCT","Ella, 2021-109"
"494","Ella, 2021",110,4,12,2328,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"at-risk","0","1","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2BBV","RCT","Ella, 2021-110"
"495","Ella, 2021",111,4,18,8471,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","all","all","all","all","all","all","overall",NA,NA,NA,"doc-infect","2BBV","RCT","Ella, 2021-111"
"496","Ella, 2021",112,4,13,8471,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"doc-infect","2BBV","RCT","Ella, 2021-112"
"497","Ella, 2021",113,4,1,8471,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","kappa",NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BBV","RCT","Ella, 2021-113"
"498","Ella, 2021",114,4,3,8471,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","other","all","all","all","all","all","subgroup",NA,NA,NA,"doc-infect","2BBV","RCT","Ella, 2021-114"
"499","Ella, 2021",115,4,1,8471,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","subgroup",NA,NA,NA,"doc-infect","2BBV","RCT","Ella, 2021-115"
"500","Desai, 2022",369,4,189,482,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"symp","2BBV","CC","Desai, 2022-369"
"501","Desai, 2022",370,4,66,184,"all","all","all","all","all","1",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"symp","2BBV","CC","Desai, 2022-370"
"502","Desai, 2022",371,4,123,298,"all","all","all","all","all","0",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"symp","2BBV","CC","Desai, 2022-371"
"503","martinez-baz, 2021",212,6,511,2596,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1J","PC","martinez-baz, 2021-212"
"504","martinez-baz, 2021",220,6,220,2539,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","1J","PC","martinez-baz, 2021-220"
"505","Sadoff, 2021",280,6,110,19514,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"symp","1J","RCT","Sadoff, 2021-280"
"506","Sadoff, 2021",281,6,105,19514,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"severe","1J","RCT","Sadoff, 2021-281"
"507","Sadoff, 2021",282,6,95,19514,"18-59yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2021-282"
"508","Sadoff, 2021",283,6,22,19514,"=60yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2021-283"
"509","Sadoff, 2021",284,6,114,19514,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"doc-infect","1J","RCT","Sadoff, 2021-284"
"510","Sadoff, 2021",285,6,48,4879,"all","all","all","all","all","all","worldwide",NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2021-285"
"511","Sadoff, 2021",286,6,14,4879,"all","all","all","all","all","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2021-286"
"512","Sadoff, 2021",287,6,10,4879,"all","all","all","all","all","all","brazilian",0,0,1,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2021-287"
"513","Sadoff, 2021",288,6,13,4879,"all","all","all","all","all","all","south african",0,0,0,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2021-288"
"514","Sadoff, 2022",289,6,484,19400,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","Any SARS-COV-2","all","all","all","all","all","overall",NA,NA,NA,"severe","1J","RCT","Sadoff, 2022-289"
"515","Sadoff, 2022",290,6,9,19400,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2022-290"
"516","Sadoff, 2022",291,6,36,19400,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","beta","0","1","0","0","0","subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2022-291"
"517","Sadoff, 2022",292,6,11,19400,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2022-292"
"518","Sadoff, 2022",293,6,74,19400,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","gamma","0","0","1","0","0","subgroup",NA,NA,NA,"severe","1J","RCT","Sadoff, 2022-293"
"519","Cerqueira-Silva, 2021",361,6,2023,5726,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","1J","CC","Cerqueira-Silva, 2021-361"
"520","Cerqueira-Silva, 2021",362,6,166,1326,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","1J","CC","Cerqueira-Silva, 2021-362"
"521","Palacios, 2021",237,7,94,5717,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"symp","1CV","RCT","Palacios, 2021-237"
"522","Cerqueira-Silva, 2021",361,7,630,4627,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","1CV","CC","Cerqueira-Silva, 2021-361"
"523","Cerqueira-Silva, 2021",362,7,57,399,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","1CV","CC","Cerqueira-Silva, 2021-362"
"524","Cerqueira-Silva, 2022b",364,7,74895,1290469,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Symp","1CV","RC","Cerqueira-Silva, 2022b-364"
"525","Cerqueira-Silva, 2022b",366,7,15076,1303567,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Hosp","1CV","RC","Cerqueira-Silva, 2022b-366"
"526","Cerqueira-Silva, 2022b",368,7,7203,1305706,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"death","1CV","RC","Cerqueira-Silva, 2022b-368"
"527","Abu Raddad, 2021",1,8,892,2133,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"doc-infect","1BNT","CC","Abu Raddad, 2021-1"
"528","Abu Raddad, 2021",2,8,1329,2909,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","beta","0","1","0","0","0","",NA,NA,NA,"doc-infect","1BNT","CC","Abu Raddad, 2021-2"
"529","Andrews, 2022",12,8,600,31788,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"symp","1BNT","CC","Andrews, 2022-12"
"530","Andrews, 2022",13,8,5529,13996,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","subgroup",NA,NA,NA,"symp","1BNT","CC","Andrews, 2022-13"
"531","Bjork, 2022",36,8,25,14690,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1BNT","RC","Bjork, 2022-36"
"532","Collie, 2022",89,8,1279,16918,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"hosp","1BNT","CC","Collie, 2022-89"
"533","Glatman-Freedman, 2021b",141,8,571,7166,">=16",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","1BNT","RC","Glatman-Freedman, 2021b-141"
"534","Glatman-Freedman, 2021b",142,8,509,3631,">=60","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","1BNT","RC","Glatman-Freedman, 2021b-142"
"535","Glatman-Freedman, 2021b",143,8,227,785,">=80","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","1BNT","RC","Glatman-Freedman, 2021b-143"
"536","Glatman-Freedman, 2021b",147,8,393,7166,">=16",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","1BNT","RC","Glatman-Freedman, 2021b-147"
"537","Glatman-Freedman, 2021b",148,8,364,3631,">=60","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","1BNT","RC","Glatman-Freedman, 2021b-148"
"538","Glatman-Freedman, 2021b",149,8,170,785,">=80","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","1BNT","RC","Glatman-Freedman, 2021b-149"
"539","Glatman-Freedman, 2021b",153,8,178,7166,">=16",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"death","1BNT","RC","Glatman-Freedman, 2021b-153"
"540","Glatman-Freedman, 2021b",154,8,174,3631,">=60","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"death","1BNT","RC","Glatman-Freedman, 2021b-154"
"541","Glatman-Freedman, 2021b",155,8,95,785,">=80","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"death","1BNT","RC","Glatman-Freedman, 2021b-155"
"542","Lopez, 2021",204,8,450,8641,"=16yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"symp","1BNT","CC","Lopez, 2021-204"
"543","Lopez, 2021",207,8,137,8641,"=16yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"symp","1BNT","CC","Lopez, 2021-207"
"544","martinez-baz, 2021",212,8,421,2539,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1BNT","PC","martinez-baz, 2021-212"
"545","martinez-baz, 2021",220,8,691,9099,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","1BNT","PC","martinez-baz, 2021-220"
"546","Olson, 2022",235,8,1,428,"12-18yr","0","1","0","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","1BNT","CC","Olson, 2022-235"
"547","Polack, 2020",257,8,1,21669,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"severe","1BNT","RCT","Polack, 2020-257"
"548","Powell, 2021",262,8,2632,10831,"12-15yr","0","1","0","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"symp","1BNT","CC","Powell, 2021-262"
"549","Powell, 2021",264,8,571,3690,"12-15yr","0","1","0","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"symp","1BNT","CC","Powell, 2021-264"
"550","Powell, 2021",266,8,1414,7477,"16-17yr","0","1","0","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"symp","1BNT","CC","Powell, 2021-266"
"551","Powell, 2021",268,8,219,667,"16-17yr","0","1","0","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"symp","1BNT","CC","Powell, 2021-268"
"552","Powell, 2021",270,8,4,36751,"12-15yr","0","1","0","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","1BNT","CC","Powell, 2021-270"
"553","Powell, 2021",271,8,22,33945,"16-17yr","0","1","0","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","1BNT","CC","Powell, 2021-271"
"554","Shrotri, 2021",294,8,23,4681,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1BNT","PC","Shrotri, 2021-294"
"555","Skowronski, 2021a",296,8,751,12451,"70","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1BNT","CC","Skowronski, 2021a-296"
"556","Skowronski, 2021b",298,8,1282,20479,"50-69yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1BNT","CC","Skowronski, 2021b-298"
"557","Skowronski, 2021b",301,8,127,20479,"50-69yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","1BNT","CC","Skowronski, 2021b-301"
"558","Tartof, 2021",305,8,1,6819,"12-15yr","0","1","0","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","1BNT","RC","Tartof, 2021-305"
"559","Tartof, 2021",307,8,3,6819,"16-44yr","0","0","1","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","1BNT","RC","Tartof, 2021-307"
"560","Tartof, 2021",310,8,3,6819,"45-64yr","0","0","1","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","1BNT","RC","Tartof, 2021-310"
"561","Tartof, 2021",312,8,6,6819,"12-15yr","0","1","0","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","1BNT","RC","Tartof, 2021-312"
"562","Tartof, 2021",315,8,14,6819,"65","0","0","0","1","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","1BNT","RC","Tartof, 2021-315"
"563","Tartof, 2021",317,8,21,6819,"65","0","0","0","1","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","1BNT","RC","Tartof, 2021-317"
"564","Tartof, 2021",319,8,53,6819,"45-64yr","0","0","1","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","1BNT","RC","Tartof, 2021-319"
